"filename", "language", "Dart", "comment", "blank", "total"
"/Users/morikazu/Downloads/StudyHub_student/lib/application/answer/application_service/answer_dto.dart", "Dart", -45, 0, -4, -49
"/Users/morikazu/Downloads/StudyHub_student/lib/application/answer/application_service/decrement_answer_like_use_case.dart", "Dart", -20, 0, -4, -24
"/Users/morikazu/Downloads/StudyHub_student/lib/application/answer/application_service/get_answer_use_case.dart", "Dart", -11, 0, -4, -15
"/Users/morikazu/Downloads/StudyHub_student/lib/application/answer/application_service/i_get_answer_query_service.dart", "Dart", -5, 0, -2, -7
"/Users/morikazu/Downloads/StudyHub_student/lib/application/answer/application_service/increment_answer_like_use_case.dart", "Dart", -20, 0, -5, -25
"/Users/morikazu/Downloads/StudyHub_student/lib/application/answer/exception/answer_use_case_exception.dart", "Dart", -8, 0, -2, -10
"/Users/morikazu/Downloads/StudyHub_student/lib/application/answer/exception/answer_use_case_exception_detail.dart", "Dart", -8, 0, -5, -13
"/Users/morikazu/Downloads/StudyHub_student/lib/application/blockings/application_service/blockings_add_use_case.dart", "Dart", -20, 0, -8, -28
"/Users/morikazu/Downloads/StudyHub_student/lib/application/blockings/application_service/blockings_delete_use_case.dart", "Dart", -24, 0, -7, -31
"/Users/morikazu/Downloads/StudyHub_student/lib/application/blockings/application_service/get_blocking_dto.dart", "Dart", -12, 0, -4, -16
"/Users/morikazu/Downloads/StudyHub_student/lib/application/blockings/application_service/get_blockings_use_case.dart", "Dart", -17, 0, -4, -21
"/Users/morikazu/Downloads/StudyHub_student/lib/application/blockings/application_service/i_get_blockings_query_service.dart", "Dart", -5, 0, -2, -7
"/Users/morikazu/Downloads/StudyHub_student/lib/application/blockings/exception/blockings_use_case_exception.dart", "Dart", -8, 0, -2, -10
"/Users/morikazu/Downloads/StudyHub_student/lib/application/blockings/exception/blockings_use_case_exception_detail.dart", "Dart", -8, 0, -5, -13
"/Users/morikazu/Downloads/StudyHub_student/lib/application/bookmarks/application_service/bookmarks_add_use_case.dart", "Dart", -20, 0, -8, -28
"/Users/morikazu/Downloads/StudyHub_student/lib/application/bookmarks/application_service/bookmarks_delete_use_case.dart", "Dart", -24, 0, -7, -31
"/Users/morikazu/Downloads/StudyHub_student/lib/application/bookmarks/application_service/get_my_bookmarks_use_case.dart", "Dart", -17, 0, -4, -21
"/Users/morikazu/Downloads/StudyHub_student/lib/application/bookmarks/application_service/i_get_bookmarks_query_service.dart", "Dart", -5, 0, -2, -7
"/Users/morikazu/Downloads/StudyHub_student/lib/application/bookmarks/exception/bookmarks_use_case_exception.dart", "Dart", -8, 0, -2, -10
"/Users/morikazu/Downloads/StudyHub_student/lib/application/bookmarks/exception/bookmarks_use_case_exception_detail.dart", "Dart", -8, 0, -5, -13
"/Users/morikazu/Downloads/StudyHub_student/lib/application/di/answer/query_service/answer_query_service_provider.dart", "Dart", -37, 0, -4, -41
"/Users/morikazu/Downloads/StudyHub_student/lib/application/di/answer/query_service/answer_query_service_provider.g.dart", "Dart", -16, -7, -6, -29
"/Users/morikazu/Downloads/StudyHub_student/lib/application/di/answer/repository/answer_repository_provider.dart", "Dart", -17, 0, -4, -21
"/Users/morikazu/Downloads/StudyHub_student/lib/application/di/answer/repository/answer_repository_provider.g.dart", "Dart", -15, -7, -6, -28
"/Users/morikazu/Downloads/StudyHub_student/lib/application/di/bookmarks/query_service/get_my_bookmarks_query_service_provider.dart", "Dart", -35, 0, -4, -39
"/Users/morikazu/Downloads/StudyHub_student/lib/application/di/bookmarks/query_service/get_my_bookmarks_query_service_provider.g.dart", "Dart", -16, -7, -6, -29
